1,0,20,5,0,3
2,0,50,3,18,1
3,0,20,3,0,1
4,1,30,4,0,3
5,0,20,4,8,2
6,1,0,0,15,2
7,0,60,3,18,3
8,1,20,2,17,3
9,1,20,4,0,2
10,1,20,4,0,3
11,0,20,3,0,2
12,1,50,2,0,2
13,1,20,4,0,3
14,1,20,3,0,3
15,0,30,4,18,1
16,1,20,3,1,1
17,1,20,4,0,3
18,0,20,4,0,3
19,1,20,0,0,2
20,1,30,4,0,2
21,0,20,4,0,3
22,1,30,4,0,3
23,0,20,4,18,1
24,0,20,4,10,1
25,1,30,4,0,1
26,1,20,4,9,1
27,0,30,3,0,3
28,1,50,4,0,3
29,0,50,3,10,3
30,0,30,3,18,2
31,0,30,4,18,2
32,0,30,4,18,3
33,1,20,4,10,3
34,0,50,4,6,2
35,1,40,4,14,2
36,1,40,2,0,2
37,1,30,5,0,1
38,0,30,5,6,3
39,1,30,4,18,3
40,0,40,2,18,1
41,1,50,4,10,1
42,0,20,3,0,2
43,1,50,4,18,1
44,1,60,4,14,2
45,0,60,4,0,2
46,1,20,4,5,2
47,0,50,2,0,2
48,1,30,4,0,2
49,1,20,4,0,2
50,0,40,4,5,2
51,1,40,4,0,2
52,1,20,4,17,2
53,1,50,3,16,2
54,0,20,3,18,3
55,1,60,5,6,2
56,0,20,4,0,3
57,1,30,3,6,1
58,1,20,2,15,1
59,0,20,2,0,1
60,0,20,2,0,3
61,0,20,2,0,3
62,0,50,2,18,3
63,0,50,2,18,3
64,1,20,4,11,1
65,0,0,0,18,1
66,0,10,1,15,1
67,0,40,5,13,1
68,0,0,0,18,2
69,1,40,4,10,1
70,0,30,2,18,1
71,1,20,4,18,2
72,1,30,4,6,3
73,1,20,4,10,1
74,0,30,3,0,3
75,0,40,4,10,1
76,1,50,4,0,1
77,0,30,4,0,2
78,0,40,4,18,1
79,0,40,4,1,2
80,0,30,4,5,2
81,1,30,4,0,2
82,0,30,4,7,1
83,1,30,4,0,2
84,1,0,0,15,1
85,0,40,4,0,1
86,1,40,4,1,1
87,1,30,4,16,2
88,0,40,2,16,1
89,0,30,3,0,2
90,1,30,4,18,3
91,1,80,4,18,1
92,1,80,4,18,1
93,1,30,3,0,2
94,1,30,4,0,2
95,1,40,3,0,2
96,1,50,4,14,1
97,0,30,5,7,1
98,0,50,4,18,3
99,0,20,3,15,2
100,1,20,3,15,2
101,1,20,4,10,3
102,1,20,3,1,3
103,1,20,4,14,3
104,1,20,4,0,2
105,1,20,4,0,2
106,1,20,4,0,2
107,1,20,3,0,2
108,1,20,4,9,2
109,1,20,3,0,1
110,0,50,2,18,2
111,1,10,2,15,2
112,1,50,2,18,3
